id,label
1,0.9992989301681519
2,0.9999794960021973
3,0.9997676014900208
4,0.9999775886535645
5,0.00033103549503721297
6,1.376916316075949e-06
7,6.419624696718529e-05
8,0.00013687729369848967
9,9.37169388635084e-05
10,0.00010730064968811348
11,6.164643127704039e-05
12,0.9998186230659485
13,0.00026497908402234316
14,0.03670591861009598
15,2.0868072169832885e-05
16,0.0014117237878963351
17,0.9984855055809021
18,0.9999983310699463
19,1.601690200914163e-05
20,0.001243268488906324
21,0.9999165534973145
22,0.00017934318748302758
23,0.9999129772186279
24,0.999805748462677
25,1.1784800335590262e-05
26,0.9984051585197449
27,0.9998719692230225
28,9.989522368414328e-06
29,0.530074417591095
30,0.9998828172683716
31,0.9999349117279053
32,0.016005415469408035
33,0.999990701675415
34,3.195577301084995e-05
35,2.2583812096854672e-05
36,4.1517992940498516e-05
37,0.0001668077748036012
38,1.573918416397646e-05
39,0.9972280859947205
40,2.978131851705257e-05
41,0.999969482421875
42,0.999955415725708
43,0.9996646642684937
44,0.9999924898147583
45,2.2445154172601178e-05
46,0.999984622001648
47,2.146106453437824e-06
48,0.9995563626289368
49,0.999976396560669
50,4.630452531273477e-05
51,2.017657834585407e-06
52,4.0247654396807775e-05
53,4.604832793120295e-05
54,0.0007867211243137717
55,0.0016480812337249517
56,0.9773049354553223
57,0.9999850988388062
58,6.854721141280606e-05
59,0.9900825619697571
60,0.0015699001960456371
61,0.00015409322804771364
62,0.9856041669845581
63,3.763385848287726e-06
64,0.003058803966268897
65,0.9998064637184143
66,0.9789576530456543
67,0.9994744658470154
68,0.00011913214257219806
69,0.9994502663612366
70,0.9999864101409912
71,0.9983918070793152
72,0.9999765157699585
73,0.9998773336410522
74,0.9999983310699463
75,0.47313418984413147
76,0.9992831349372864
77,0.9999499320983887
78,0.9965421557426453
79,0.9982047080993652
80,0.0008293267455883324
81,0.10686345398426056
82,0.0009901502635329962
83,0.9999986886978149
84,0.0014699733583256602
85,0.9999951124191284
86,0.9986944794654846
87,0.9990776777267456
88,0.9999738931655884
89,2.810515434248373e-05
90,0.020394600927829742
91,0.30265191197395325
92,1.714638165140059e-05
93,2.4152794139808975e-05
94,0.9999998807907104
95,0.9999865293502808
96,3.490879407763714e-06
97,0.999813973903656
98,0.9976629018783569
99,6.833679071860388e-05
100,0.004214176908135414
101,0.005906923674046993
102,0.9994638562202454
103,6.182333163451403e-05
104,1.258315023733303e-05
105,0.9999215602874756
106,0.9999873638153076
107,9.01182575034909e-05
108,0.00014375413593370467
109,0.9997723698616028
110,0.9990490078926086
111,0.9977222084999084
112,0.999037504196167
113,0.9999842643737793
114,0.0007429725374095142
115,7.279808050952852e-05
116,4.087699198862538e-05
117,0.0001683218142716214
118,0.9999961853027344
119,0.9995719790458679
120,0.0010565218981355429
121,3.848112464766018e-05
122,4.1904622776200995e-05
123,0.00021922873565927148
124,0.00010324388858862221
125,0.00044063609675504267
126,0.9884520173072815
127,0.999947190284729
128,0.0001405045040883124
129,3.5683365240402054e-06
130,0.9938126802444458
131,0.9999871253967285
132,0.9894070029258728
133,0.0072333249263465405
134,2.0958515960955992e-05
135,0.0005286254454404116
136,3.711535464390181e-05
137,0.9999786615371704
138,0.025652779266238213
139,0.002200780902057886
140,0.000571505690459162
141,0.0003071255050599575
142,0.9990921020507812
143,0.999994158744812
144,0.002971497131511569
145,0.000767081102821976
146,0.9999693632125854
147,0.9992318153381348
148,0.043581344187259674
149,0.0011747432872653008
150,0.00014860107330605388
151,0.9900104403495789
152,0.00011452890612417832
